Lastname,Name,Street,HouseNumber,PostalCode,City,Country,email,InvoiceID,InvoiceDate,OrderNr,Ref,Product,n,x,s00,s1,total
Baaz,Djamila,Magnusstraße,6,71549,Auenwald,Deutschland,Djamila.Baaz@gmx.de,FR-21-813083625,2021-01-27,9CP242PZBPDI,HB9935FYYACD,Token of Absolution | Zeichen | Reset Token Diablo 2 Resurrected [PC] EU/NA/Asia,3,84.02521008403362,252.07563025210084,47.89436974789916,299.97
Oberlechner,Liz,Freystadter Weg,3,72411,Bodelshausen,Deutschland,Liz.Oberlechner@gmx.de,FR-21-870092472,2021-03-09,8KH650XOYRIU,MC4716MOIUBE,100 x Exalted Orb - Scourge League Softcore PC Path of Exile PoE- Blitzlieferung,1,51.25210084033614,51.25210084033614,9.737899159663867,60.99000000000001
Cakolli,Fabrizius,Seidenbaustraße,14,72655,Altdorf bei Nürtingen,Deutschland,Fabrizius.Cakolli@gmx.de,FR-21-862697093,2021-01-03,7SO188SXXUSQ,CU3063DGLBRH,PC Spiele + Filme,1,3.0168067226890756,3.0168067226890756,0.5731932773109244,3.59
Maasch,Daniel,Handjerystraße,12,72213,Altensteig,Deutschland,Daniel.Maasch@gmx.de,FR-21-831245861,2021-09-03,4MI387JHOFEK,EN5412CIFRPJ,â€¼ï¸SWTOR Star Wars Adventsbasar Tulak Hord EU â€¼ï¸,1,25.201680672268907,25.201680672268907,4.7883193277310925,29.99
Idinger,Patrick,Hollstraße,9,71723,Großbottwar,Deutschland,Patrick.Idinger@gmx.de,FR-21-943821023,2021-03-13,5BD245GQLRPC,BH6125TTZTAT,Escape From Tarkov 5.000.000 Rubel Roubles Patch 0.12.11 EFT 5M 5 Mio. 5 Mil.,1,3.941176470588236,3.941176470588236,0.7488235294117649,4.690000000000001
Kabelka,Aamenah,Gemeinschaftsstraße,6,68723,Oftersheim,Deutschland,Aamenah.Kabelka@gmx.de,FR-21-328969465,2021-03-19,0XK501TWHFHO,QF7662OUJHNY,Forza Horizon 5 auf IHR Steam Account (KEIN EXTRA Account!) - Deutscher Service,1,420.15966386554624,420.15966386554624,79.83033613445379,499.99
Machnik,Hanna,KGA Einigkeit II,2,72532,Gomadingen,Deutschland,Hanna.Machnik@gmx.de,FR-21-841491636,2021-06-14,4JL494UYSKMU,US3982SGOUYC,SWTOR Hyperkiste: Ultimatives Kartelpaket Server: Tulak Hord EU,1,1.6722689075630253,1.6722689075630253,0.3177310924369748,1.99
Gaens,Nadine,Walther-Nernst-Straße,84,72587,Römerstein,Deutschland,Nadine.Gaens@gmx.de,FR-21-307046764,2021-03-01,1SZ17NCOHNP,AJ182YRYABU,AGE OF EMPIRES IV 4 KEIN STEAM KEY CODE SERIAL PC STANDARD EDITION AGE4 DIGITAL,1,3.3529411764705888,3.3529411764705888,0.6370588235294119,3.9900000000000007
Kabatek,Abigail,Walther-Nernst-Straße,3,68526,Ladenburg,Deutschland,Abigail.Kabatek@gmx.de,FR-21-62701805,2021-08-30,1BK434XQWWEU,IR3742BIUOZY,PROJECT WINGMAN GAME! STEAM! KEY NEU REINSCHAUEN,1,42.00840336134454,42.00840336134454,7.981596638655463,49.99
Oberhollenzer,Laura,Glienicker Weg,3,72364,Obernheim,Deutschland,Laura.Oberhollenzer@gmx.de,FR-21-15212521,2021-08-15,0PK673PUHZHO,BV6315KPNGLZ,Metin2 Germania 10 Won - Schnell und GÃ¼nstig!,1,5.369747899159663,5.369747899159663,1.020252100840336,6.39
Eber,Marianne,Rosenweg,51,71540,Murrhardt,Deutschland,Marianne.Eber@gmx.de,FR-21-826351269,2021-01-20,0SV140QTENYZ,AP5421RSYCLZ,Anno 1800 - PC (NEU & OVP!),1,2.512605042016807,2.512605042016807,0.47739495798319337,2.9900000000000007
Abadi,Emely,Bohrauer Pfad,6,68723,Oftersheim,Deutschland,Emely.Abadi@gmx.de,FR-21-477475407,2021-07-31,0UO103VJCNMU,JQ9483OCAAUX,Total War Empire Napoleon Game of the Year inkl. allen DLCs PC DVD-ROM ,1,27.722689075630257,27.722689075630257,5.267310924369749,32.99000000000001
Macher,Fritzi,Erich-Thilo-Straße,7,72505,Krauchenwies,Deutschland,Fritzi.Macher@gmx.de,FR-21-826082302,2021-07-19,1LZ475OOWHXD,UR1046KVXJVS,ðŸ”¥DIABLO 2 RESURRECTED D2RðŸ”¥ All Runes / Alle Runen / High Runes HR âœ…PC PS4 PS5âœ…,2,42.00840336134454,84.01680672268908,15.963193277310927,99.98
Maahs,Camern,Moissistraße,58,72175,Dornhan,Deutschland,Camern.Maahs@gmx.de,FR-21-52942041,2021-10-13,7MX7IQHHZY,SR19STWJLC,Das groÃŸe Big Fish Wimmelbild Paket 21 fÃ¼r PC | 10 x VOLLVERSIONEN | NEUWARE |,1,42.00840336134454,42.00840336134454,7.981596638655463,49.99
Lacker,Bastian,Friedlander Straße,36,72141,Walddorfhäslach,Deutschland,Bastian.Lacker@gmx.de,FR-21-968998142,2021-07-17,1RR582ZLFHIA,TE9467JOKRUC,New World mit Steam Account - Sofort Lieferbar und Deutscher Service,1,67.21848739495798,67.21848739495798,12.771512605042016,79.99
Ebeler,Linda,Freystadter Weg,25,71282,Hemmingen (Württemberg),Deutschland,Linda.Ebeler@gmx.de,FR-21-225680410,2021-10-31,1AU747DXLLVD,JV2499IPZTOT,Annihilus small charm Diablo 2 Resurrected Softcore,2,2.512605042016807,5.025210084033614,0.9547899159663867,5.980000000000001
Jacimovic,Todd,Erich-Thilo-Straße,6,72355,Schömberg (Zollernalbkreis),Deutschland,Todd.Jacimovic@gmx.de,FR-21-701357187,2021-07-28,0WG840GLDXLA,UH5039VMBFFJ,Pet Simulator X Rainbow Alien Parasite,1,42.00840336134454,42.00840336134454,7.981596638655463,49.99
Kadam,Celine,Platz der Befreiung,3,69254,Malsch bei Wiesloch,Deutschland,Celine.Kadam@gmx.de,FR-21-574999252,2021-07-12,4NH588OOHIBF,XK9166XGLSIZ,Forza Motorsport 7 (PC/Xbox One) [Download | Xbox Live | KEY],1,1.6722689075630253,1.6722689075630253,0.3177310924369748,1.99
Ickes,Oscar,Helbigstraße,5,71573,Allmersbach im Tal,Deutschland,Oscar.Ickes@gmx.de,FR-21-718799518,2021-08-14,2DN783MJWDUC,EX6521KFKDWX,Tal Rasha's Armor Guardianship Diablo 2 Resurrected D2R Sorceress Sorc Arm Tal's,1,8.394957983193278,8.394957983193278,1.5950420168067228,9.99
Obendorfer,Joana,Adlergestell,23,72663,Großbettlingen,Deutschland,Joana.Obendorfer@gmx.de,FR-21-903320083,2021-12-06,5JA793ZHRSET,KK6999LCFGXT,Crysis Remastered TRILOGY | PC | Epic Games | DE/MULTI | No Key / Code | INSTANT,1,1.6722689075630253,1.6722689075630253,0.3177310924369748,1.99
Daether,Kiki,Genossenschaftsstraße,1,71083,Herrenberg,Deutschland,Kiki.Daether@gmx.de,FR-21-931869003,2021-09-08,8LV436PJHRIJ,QQ7787DAADGQ,Diablo 2 Resurrected  D2R Softcore Tal Rashas Rasha Full Set  Xbox / Pc,2,3.3529411764705888,6.7058823529411775,1.2741176470588238,7.980000000000001
Jaax,Samuel,Am Studio,48,72181,Starzach,Deutschland,Samuel.Jaax@gmx.de,FR-21-237638789,2021-11-02,5RB400TNKCVC,EZ3912VCBXGP,Das groÃŸe Big Fish Wimmelbild Paket 22 fÃ¼r PC | 10 x VOLLVERSIONEN | NEUWARE |,1,42.00840336134454,42.00840336134454,7.981596638655463,49.99
Jacobeit,Will,Berberitzenweg,27,72475,Bitz,Deutschland,Will.Jacobeit@gmx.de,FR-21-306820684,2021-02-16,1GD298BGIDFD,EW785TQNWCW,Das groÃŸe Big Fish Wimmelbild Paket 20 fÃ¼r PC | 10 x VOLLVERSIONEN | NEUWARE |,1,25.201680672268907,25.201680672268907,4.7883193277310925,29.99
Maas,Cyranus,Gemeinschaftsstraße,2,72189,Vöhringen (Württemberg),Deutschland,Cyranus.Maas@gmx.de,FR-21-589376168,2021-07-23,9KX461NQHSIA,KY5370VSOZNK,Das groÃŸe Big Fish Wimmelbild Paket 19 fÃ¼r PC | 10 x VOLLVERSIONEN | NEUWARE |,1,58.81512605042017,58.81512605042017,11.174873949579831,69.99
Cagdas,Darius,Walther-Nernst-Straße,6,72517,Sigmaringendorf,Deutschland,Darius.Cagdas@gmx.de,FR-21-227018729,2021-07-01,1PI959USFTFK,ER5466LHQMBD,Pet Simulator X Rainbow Grim Reaper x10 + 5M Gems,1,42.00840336134454,42.00840336134454,7.981596638655463,49.99
Jacko,Volker,Ernststraße,9,72393,Burladingen,Deutschland,Volker.Jacko@gmx.de,FR-21-54593772,2021-09-09,1CM763NALSMU,OI6753OZZTAY,BLACK AND WHITE 1 KOMPLETT DEUTSCH Neuwertig,2,2.512605042016807,5.025210084033614,0.9547899159663867,5.980000000000001
Pacha,Hannes,Silberberger Straße,6,72589,Westerheim (Württemberg),Deutschland,Hannes.Pacha@gmx.de,FR-21-17525331,2021-11-21,9PO259XFSAFM,YM249ZULSXA,Forza Horizon 5 Unlock All / Booster fÃ¼r â—ALLESâ— Xbox / PC â—Beschreibung Lesenâ—,3,3.0168067226890756,9.050420168067227,1.719579831932773,10.77
Abassi,Frieda,Gellertstraße,4,68766,Hockenheim,Deutschland,Frieda.Abassi@gmx.de,FR-21-65391570,2021-01-15,2QF452CIVCJW,HZ7265WGYZRN,WoW-Shadowlands Gold Eredar Horde 250.000,1,3.0168067226890756,3.0168067226890756,0.5731932773109244,3.59
Jackson,Volker,Hallberger Zeile,28,72414,Rangendingen,Deutschland,Volker.Jackson@gmx.de,FR-21-630523731,2021-07-10,2JG357ABMGUF,CF2183QHUUVV,Tal Rashas Urteil Amu | Tal Rasha's Adjunction Amu Diablo 2 Resurrected EU/NA PC,1,3.3529411764705888,3.3529411764705888,0.6370588235294119,3.9900000000000007
Padovani,Jaakov,Hänselstraße,95,72358,Dormettingen,Deutschland,Jaakov.Padovani@gmx.de,FR-21-479396514,2021-09-20,0YK141OFFGUP,AF1332JNVZGP,Landwirtschafts-Simulator 22 Collectors Edition - PC (NEU & OVP!),1,42.00840336134454,42.00840336134454,7.981596638655463,49.99
Ebeling,Laureen,Friedlander Straße,6,71287,Weissach,Deutschland,Laureen.Ebeling@gmx.de,FR-21-551933508,2021-10-26,7FE815DQLMNZ,CD5059OHZGFL,Hitman III 3 | PC | Epic Games | DE/MULTI | No Key / Code | INSTANT,1,1.6722689075630253,1.6722689075630253,0.3177310924369748,1.99
Ibler,Marlon,Gellertstraße,8,71296,Heimsheim,Deutschland,Marlon.Ibler@gmx.de,FR-21-616960645,2021-08-25,9KQ765BDAKED,NJ4228QMKUNN,"Tony Hawk's Pro Skater 3 (PC, 2002, DVD-Box)",1,142.84873949579833,142.84873949579833,27.141260504201682,169.99
Ebel,Luna,Eigenheimgasse,23,71277,Rutesheim,Deutschland,Luna.Ebel@gmx.de,FR-21-629646071,2021-11-21,3FN692GBOFIJ,KA7089UFDACN,[VPN Aktiv] Dolby Atmos for Headphones Key - Xbox One / Win 10 PC Download Code,1,8.394957983193278,8.394957983193278,1.5950420168067228,9.99
Machunze,Iara,Berberitzenweg,48,72587,Römerstein,Deutschland,Iara.Machunze@gmx.de,FR-21-147412405,2021-02-10,7SK760UNQWBT,VT2225UWMGGO,Pet Simulator X Dark Matter Ghoul Horse ZufÃ¤llig Verzauberungen,1,5.369747899159663,5.369747899159663,1.020252100840336,6.39
Cabrera,Christoph,Walther-Nernst-Straße,1,72475,Bitz,Deutschland,Christoph.Cabrera@gmx.de,FR-21-12120842,2021-09-08,1FY158DLTYMA,BA9067RWKLDH,Star Citizen MISC Odyssey - LTI CCU Ship,2,5.033613445378152,10.067226890756304,1.9127731092436977,11.980000000000002
Kaap,Berenike,Hauptweg,47,72654,Neckartenzlingen,Deutschland,Berenike.Kaap@gmx.de,FR-21-234404343,2021-03-10,3SO230WVPZWU,IH6935PKVUVN,10x APEX Legends Promo Codes Monster Energy Token Battle Pass Levels In-Game,2,3.3529411764705888,6.7058823529411775,1.2741176470588238,7.980000000000001
Oberhauser,Leonie,Eigenheimgasse,48,72358,Dormettingen,Deutschland,Leonie.Oberhauser@gmx.de,FR-21-872864920,2021-02-08,5BW490OUGUAL,UK1058ZIQEHM,WOW TBC CLASSIC - EVERLOOK - 1000 GOLD - Horde/Allianz *Sofortlieferung*,1,16.798319327731093,16.798319327731093,3.191680672268908,19.990000000000002
Ibraimi,Niklas,Neltestraße,51,71404,Korb,Deutschland,Niklas.Ibraimi@gmx.de,FR-21-363896361,2021-01-18,0TM831XFVEMF,AH916HRCGYR,20 x Exalted Orb - Scourge League Softcore PC Path of Exile PoE- Blitzlieferung,1,302.51260504201684,302.51260504201684,57.4773949579832,359.99000000000007
Haas,Rabi,Seidenbaustraße,51,68775,Ketsch,Deutschland,Rabi.Haas@gmx.de,FR-21-182586011,2021-08-13,8OF841JFKAYR,CY6840FBYLZX,Jurassic World Evolution 2 Deluxe - PC STEAM [Deutsch / Blitzversand / Kein Key],1,5.369747899159663,5.369747899159663,1.020252100840336,6.39
Caduff,Carl,Handjerystraße,5,72510,Stetten am kalten Markt,Deutschland,Carl.Caduff@gmx.de,FR-21-526551961,2021-03-01,2PW244HVRDJG,AS9849GYUJNX,Diablo 2 PC Resurrected D2R [SC/HC] EU/NA : Zeichen / Token of Absolution,1,1.6722689075630253,1.6722689075630253,0.3177310924369748,1.99
Labes,Tim,Heidekampweg,65,71384,Weinstadt,Deutschland,Tim.Labes@gmx.de,FR-21-500314393,2020-12-26,6XG171XQCUDA,WV8641ZPYWYD,"Diablo 2 Resurrected Tal Rasha Full Set, Zauberin, Sorc D2r, PC, Switch,Armor",2,3.941176470588236,7.882352941176472,1.4976470588235298,9.380000000000003
Gadde,Luca,Gellertstraße,26,72501,Gammertingen,Deutschland,Luca.Gadde@gmx.de,FR-21-488853752,2021-11-19,8ZV853IZOWPC,GX2765TPOIVC,Verdungos Herzensband Verdungos Hearty Cord Diablo2 Resurrected D2R EU SC PC,1,42.00840336134454,42.00840336134454,7.981596638655463,49.99
Lackerbauer,Caleb,Gemeinschaftsstraße,14,72144,Dußlingen,Deutschland,Caleb.Lackerbauer@gmx.de,FR-21-609641979,2021-09-27,1DS93PMYFRV,DO8301VLHBMZ,Marvel's Guardians of the Galaxy PC Game Code Spiel Key,2,84.02521008403362,168.05042016806723,31.929579831932774,199.98000000000002
